id,prediction
reg_69,6139.3558724618615
reg_70,10668.535691819723
reg_71,11573.906631403692
reg_72,11041.122650490519
reg_73,9226.584056813366
reg_74,12007.44404757022
reg_75,6811.432602466777
reg_76,7191.835346347243
reg_77,10790.05517481933
reg_78,6639.372397479963
reg_79,8711.931185119016
reg_80,3824.7558117479966
reg_81,36583.59532017078
reg_82,6321.812414865535
reg_83,30776.79577931208
reg_84,34875.57159271574
reg_85,35221.47920523885
reg_86,7079.617391900918
reg_87,12906.650577810817
reg_88,9989.16646650441
reg_89,14409.608089413936
reg_90,17632.66059002663
reg_91,35329.86034800412
reg_92,32980.238828289606
reg_93,6136.208379459835
reg_94,32051.98799936929
reg_95,9422.402909352839
reg_96,29504.901967143363
reg_97,3732.7393764187527
reg_98,28359.800709474228
reg_99,5779.658258379981
reg_100,5456.761783706932
reg_101,1827.6947336873218
reg_102,11549.90308087161
reg_103,15012.886134850001
reg_104,11657.945227818922
reg_105,4363.646128571558
reg_106,9957.825914894753
reg_107,31781.666675038447
reg_108,-129.15666671360668
reg_109,32890.396939859114
reg_110,3219.1855391647296
reg_111,10224.500530692943
reg_112,14265.389580828194
reg_113,31584.361141224515
reg_114,11409.596100072571
reg_115,3867.7551096626557
reg_116,13059.649529686632
reg_117,31756.326788956198
reg_118,8214.159490092117
reg_119,3287.684823408028
reg_120,8383.132428162402
reg_121,10636.53442336185
reg_122,15157.795678515873
reg_123,5702.50803854138
reg_124,3836.577113436777
reg_125,10272.534980327177
reg_126,10956.58803241835
reg_127,11071.812226929038
reg_128,14496.652938738536
reg_129,7476.929795412825
reg_130,5450.783871804704
reg_131,9288.297810357473
reg_132,9399.101307234732
reg_133,12476.319679454611
reg_134,8278.367821453621
reg_135,15269.653504871718
reg_136,8352.07732639989
reg_137,31738.375076988377
reg_138,35819.09193739589
reg_139,31547.647576471245
reg_140,6063.620043309058
reg_141,12551.292145675763
reg_142,6068.876709792696
reg_143,14599.41823770555
reg_144,2561.4556133229034
reg_145,32910.51327403
reg_146,6315.23815744959
reg_147,4979.526195619181
reg_148,14384.66253028051
reg_149,6884.145336842992
reg_150,38706.089361876264
reg_151,3136.5787573096877
reg_152,5933.0967291250945
reg_153,31625.643506837136
reg_154,11596.314823353632
reg_155,8417.738140177522
reg_156,14754.033997820627
reg_157,9879.463138461395
reg_158,27160.437172868318
reg_159,33395.00044119228
reg_160,14499.085586914354
reg_161,1735.9641175733723
reg_162,13118.539132611631
reg_163,2176.900384131317
reg_164,5388.372365203484
reg_165,11622.935264159298
reg_166,39740.865550876544
reg_167,36545.08554992725
reg_168,33944.736871102985
reg_169,3840.126402945916
reg_170,7412.534767415616
reg_171,8602.72483010826
reg_172,12382.555756534568
reg_173,4865.646307896392
reg_174,1994.4568408307277
reg_175,32178.795073509456
reg_176,25053.783583879806
reg_177,17536.06907271192
reg_178,26471.068798853346
reg_179,10217.731155707685
reg_180,37210.33469860319
reg_181,-477.16780370725246
reg_182,6841.297336027956
reg_183,7720.381301079413
reg_184,4324.628259322901
reg_185,5148.09331139962
reg_186,5866.888470751803
reg_187,4252.375844582664
reg_188,15235.177919821386
reg_189,11184.091529009764
reg_190,6865.810925578653
reg_191,2473.473363186864
reg_192,1492.0461941632984
reg_193,31876.362482070144
reg_194,16467.917085282403
reg_195,12070.843189489418
reg_196,1321.2739761953417
reg_197,12481.984041358313
reg_198,1516.496113852947
reg_199,8688.359986382822
reg_200,1929.994566286172
reg_201,33965.04310922773
reg_202,10902.161797026585
reg_203,2652.651983138847
reg_204,25737.234943931064
reg_205,26409.75401731082
reg_206,9484.120069409657
reg_207,1858.0514631227052
reg_208,13312.360962373137
reg_209,1075.2936944524681
reg_210,10343.961431240614
reg_211,10640.163538445964
reg_212,16869.1807443847
reg_213,26909.561541164476
reg_214,7008.93073182937
reg_215,5143.458385541819
reg_216,5911.315807345787
reg_217,13297.217717968959
reg_218,11170.920693473161
reg_219,8419.9703911411
reg_220,5174.405561577971
reg_221,12343.877834479188
reg_222,13902.3023426874
reg_223,35823.297335963354
reg_224,4200.499186033863
reg_225,28974.984556847237
reg_226,-959.2916415658383
reg_227,2918.9425287891936
reg_228,11110.51252039644
reg_229,15731.806074640777
reg_230,5263.762923692548
reg_231,6952.834525040145
reg_232,3804.579870761634
reg_233,31256.712060445214
reg_234,7305.588513617951
reg_235,12461.338305736177
reg_236,5664.217011139384
reg_237,9467.261093980638
reg_238,36360.68777321479
reg_239,4486.612195074345
reg_240,9633.322888783421
reg_241,31093.624761985833
reg_242,5787.940474777601
reg_243,4665.9614219755695
reg_244,1100.685755054752
reg_245,4877.832582522422
reg_246,4521.289931000852
reg_247,6448.758036904104
reg_248,18700.99259397717
reg_249,-1483.1528181468238
reg_250,2319.7980410277887
reg_251,10631.360723743872
reg_252,3100.2784844045545
reg_253,10170.023005273195
reg_254,3777.515582819062
reg_255,5184.560402528119
reg_256,12348.21008640946
reg_257,6259.901287809285
reg_258,8190.479164352373
reg_259,7537.068541445593
reg_260,8973.205056990368
reg_261,10544.17289410714
reg_262,27868.401120987095
reg_263,39116.96866869253
reg_264,11814.555568419588
reg_265,7638.107735595653
reg_266,40959.08172164216
reg_267,12258.228528531652
